timestamps,TP9,AF7,AF8,TP10,Right AUX
1729781596.930,-119.629,-31.738,-101.562,-38.574,0.000
1729781596.934,-59.570,-30.762,-13.672,-34.180,0.000
1729781596.938,43.457,-41.992,3.418,62.500,0.000
1729781596.942,67.871,-41.504,-121.582,154.785,0.000
1729781596.946,-25.879,-35.645,-257.812,122.070,0.000
1729781596.949,-107.910,-38.086,-1.953,-3.906,0.000
1729781596.953,-59.570,-38.086,180.664,-26.367,0.000
1729781596.957,51.758,-29.785,62.012,87.891,0.000
1729781596.961,99.121,-21.973,72.266,163.086,0.000
1729781596.965,22.949,-28.809,133.301,111.816,0.000
1729781596.969,-76.172,-28.809,130.371,10.742,0.000
1729781596.973,-76.660,-27.832,5.371,-39.062,0.000
1729781596.977,31.250,-30.273,-10.742,29.297,0.000
1729781596.981,95.215,-30.273,127.930,135.742,0.000
1729781596.985,22.461,-30.273,76.660,104.492,0.000
1729781596.989,-90.820,-32.715,-157.715,-20.996,0.000
1729781596.992,-106.934,-38.086,-192.383,-72.754,0.000
1729781596.996,6.348,-40.039,69.824,-14.160,0.000
1729781597.000,92.773,-34.668,130.859,84.473,0.000
1729781597.004,32.227,-38.086,38.086,83.008,0.000
1729781597.008,-82.520,-41.016,48.340,-34.180,0.000
1729781597.012,-106.445,-38.086,44.922,-90.332,0.000
1729781597.016,-14.160,-44.922,-126.953,-19.531,0.000
1729781597.020,79.102,-50.781,-125.488,76.660,0.000
1729781597.024,52.734,-40.527,54.688,86.914,0.000
1729781597.028,-61.523,-36.133,83.984,-20.996,0.000
1729781597.031,-104.492,-48.828,-155.273,-103.027,0.000
1729781597.035,-23.438,-45.410,-354.980,-57.129,0.000
1729781597.039,85.449,-32.227,-55.176,38.086,0.000
1729781597.043,68.848,-41.016,152.832,61.035,0.000
1729781597.047,-58.594,-48.340,23.438,-25.391,0.000
1729781597.051,-114.258,-47.363,-137.695,-112.793,0.000
1729781597.055,-27.832,-39.551,-165.039,-81.055,0.000
1729781597.059,88.379,-32.715,0.488,28.809,0.000
1729781597.063,102.539,-31.250,69.336,83.984,0.000
1729781597.067,-4.883,-34.180,63.965,18.066,0.000
1729781597.071,-95.703,-52.246,75.684,-96.191,0.000
1729781597.074,-41.504,-56.641,81.543,-105.469,0.000
1729781597.078,63.965,-48.828,-95.703,18.066,0.000
1729781597.082,58.594,-53.223,-125.488,78.613,0.000
1729781597.086,-42.969,-52.246,119.629,0.488,0.000
1729781597.090,-125.977,-45.898,92.773,-101.562,0.000
1729781597.094,-71.777,-43.457,-50.293,-102.051,0.000
1729781597.098,65.430,-41.992,50.781,6.836,0.000
1729781597.102,82.520,-43.457,155.762,49.316,0.000
1729781597.106,-16.602,-41.992,81.543,-3.418,0.000
1729781597.110,-101.074,-45.410,-87.402,-83.496,0.000
1729781597.114,-64.453,-47.363,-60.059,-111.328,0.000
1729781597.117,68.848,-41.992,148.926,-27.344,0.000
1729781597.121,105.469,-34.180,122.070,61.523,0.000
1729781597.125,2.930,-35.645,-13.672,33.691,0.000
1729781597.129,-88.867,-36.621,50.293,-76.660,0.000
1729781597.133,-58.105,-30.273,158.203,-104.492,0.000
1729781597.137,51.758,-26.367,85.938,8.301,0.000
1729781597.141,100.586,-22.461,-144.531,106.445,0.000
1729781597.145,28.809,-23.926,61.523,61.035,0.000
1729781597.149,-84.961,-26.855,118.652,-57.129,0.000
1729781597.153,-83.008,-17.578,-10.254,-94.238,0.000
1729781597.157,43.945,-3.906,106.445,1.465,0.000
1729781597.160,138.184,2.441,168.457,114.258,0.000
1729781597.164,79.102,11.230,122.559,101.074,0.000
1729781597.168,-33.691,20.508,25.391,2.441,0.000
1729781597.172,-42.969,17.578,22.949,-47.363,0.000
1729781597.176,67.871,16.113,92.285,13.672,0.000
1729781597.180,166.016,31.250,194.336,123.535,0.000
1729781597.184,117.188,35.645,50.781,140.137,0.000
1729781597.188,-1.465,33.203,-80.566,41.992,0.000
1729781597.192,-22.949,34.180,122.070,-35.645,0.000
1729781597.196,80.566,33.691,168.457,21.973,0.000
1729781597.199,180.176,35.156,59.570,130.859,0.000
1729781597.203,149.902,41.504,75.684,158.691,0.000
1729781597.207,37.598,37.598,185.547,56.152,0.000
1729781597.211,-25.391,34.180,122.070,-35.156,0.000
1729781597.215,52.734,36.133,39.062,14.160,0.000
1729781597.219,149.902,28.809,53.223,108.887,0.000
1729781597.223,119.629,19.043,105.469,129.395,0.000
1729781597.227,12.207,16.602,88.867,49.805,0.000
1729781597.231,-55.664,14.648,-118.652,-37.598,0.000
1729781597.235,13.672,20.508,68.848,-29.297,0.000
1729781597.239,127.441,20.508,222.656,70.801,0.000
1729781597.242,123.535,11.719,143.555,133.789,0.000
1729781597.246,17.090,15.137,167.969,63.965,0.000
1729781597.250,-62.988,10.742,164.062,-42.969,0.000
1729781597.254,-12.207,-3.906,149.902,-35.645,0.000
1729781597.258,101.562,-8.789,123.535,72.754,0.000
1729781597.262,124.023,-7.812,132.324,133.301,0.000
1729781597.266,15.137,-8.789,58.105,78.125,0.000
1729781597.270,-80.078,-13.672,70.312,-29.785,0.000
1729781597.274,-37.109,-12.207,-17.578,-49.316,0.000
1729781597.278,84.961,-1.953,-129.883,58.594,0.000
1729781597.282,134.766,0.977,91.309,129.395,0.000
1729781597.285,41.992,0.000,159.668,88.867,0.000
1729781597.289,-68.359,-4.395,21.973,-30.762,0.000
1729781597.293,0.000,-7.812,-13.672,-73.242,0.000
1729781597.297,0.000,-3.418,27.832,24.414,0.000
1729781597.301,0.000,-1.465,77.637,108.398,0.000
1729781597.305,0.000,0.977,9.766,80.078,0.000
1729781597.309,0.000,-1.465,42.969,-28.809,0.000
1729781597.313,0.000,-7.324,42.480,-74.707,0.000
1729781597.317,0.000,-6.348,-40.527,2.930,0.000
1729781597.321,0.000,-6.836,-170.410,107.910,0.000
1729781597.324,0.000,-1.465,49.805,89.844,0.000
1729781597.328,0.000,7.324,194.824,-20.996,0.000
1729781597.332,0.000,2.930,32.715,-77.148,0.000
1729781597.336,0.000,-2.441,-46.387,-5.371,0.000
1729781597.340,126.465,1.953,84.473,92.285,0.000
1729781597.344,78.125,0.488,129.883,85.449,0.000
1729781597.348,-54.199,-10.254,41.504,-17.090,0.000
1729781597.352,-78.125,-7.812,57.617,-86.914,0.000
1729781597.356,29.785,-3.418,98.633,-28.320,0.000
1729781597.360,118.652,-7.324,80.078,80.078,0.000
1729781597.364,90.820,-5.371,-40.039,98.633,0.000
1729781597.367,-18.066,-4.395,-129.883,7.812,0.000
1729781597.371,-60.059,-5.859,116.211,-78.125,0.000
1729781597.375,17.578,-4.395,150.879,-41.992,0.000
1729781597.379,119.629,-2.441,34.180,66.895,0.000
1729781597.383,110.840,4.883,113.770,107.910,0.000
1729781597.387,-2.930,9.277,140.137,34.180,0.000
1729781597.391,-74.707,2.441,37.598,-54.199,0.000
1729781597.395,-1.465,2.441,-37.598,-35.156,0.000
1729781597.399,123.535,2.930,101.074,72.266,0.000
1729781597.403,117.188,-2.441,188.965,115.234,0.000
1729781597.407,-14.160,-3.906,39.551,44.922,0.000
1729781597.410,-94.238,-5.859,-209.473,-40.527,0.000
1729781597.414,-21.973,-7.812,-10.742,-51.758,0.000
1729781597.418,106.445,-8.301,209.473,44.922,0.000
1729781597.422,125.000,-9.766,152.344,117.676,0.000
1729781597.426,20.996,-4.395,101.562,51.270,0.000
1729781597.430,-72.266,-5.859,94.727,-52.246,0.000
1729781597.434,-38.574,-16.602,105.469,-71.289,0.000
1729781597.438,63.477,-20.020,73.242,12.695,0.000
1729781597.442,94.727,-18.066,109.863,92.285,0.000
1729781597.446,1.953,-18.555,120.605,47.852,0.000
1729781597.450,-111.816,-29.297,98.633,-55.176,0.000
1729781597.453,-81.055,-27.344,-65.918,-81.055,0.000
1729781597.457,32.227,-22.949,-194.336,-3.906,0.000
1729781597.461,83.008,-33.203,74.219,73.242,0.000
1729781597.465,-5.371,-49.805,143.066,34.668,0.000
1729781597.469,-136.230,-60.059,-113.281,-84.961,0.000
1729781597.473,-136.719,-62.988,-119.629,-127.930,0.000
1729781597.477,-29.785,-66.895,129.883,-59.082,0.000
1729781597.481,32.715,-70.801,110.840,31.250,0.000
1729781597.485,-52.734,-85.938,-58.105,23.438,0.000
1729781597.489,-169.922,-91.309,-9.277,-94.727,0.000
1729781597.492,-168.945,-92.285,136.719,-146.484,0.000
1729781597.496,-62.012,-99.609,62.500,-56.641,0.000
1729781597.500,14.648,-104.980,-177.246,36.133,0.000
1729781597.504,-51.270,-102.051,-83.008,6.348,0.000
1729781597.508,-155.273,-100.098,34.668,-94.727,0.000
1729781597.512,-172.852,-102.539,-157.715,-164.062,0.000
1729781597.516,-93.262,-99.609,-284.180,-105.957,0.000
1729781597.520,4.883,-95.703,23.926,-4.883,0.000
1729781597.524,-32.227,-103.027,151.367,7.812,0.000
1729781597.528,-155.762,-101.562,9.766,-83.008,0.000
1729781597.532,-174.805,-96.191,-15.137,-145.996,0.000
1729781597.535,-77.637,-110.352,53.711,-100.586,0.000
1729781597.539,13.184,-118.652,95.703,-11.719,0.000
1729781597.543,-11.230,-118.164,-57.617,14.160,0.000
1729781597.547,-132.324,-117.188,-250.977,-69.336,0.000
1729781597.551,-183.594,-117.676,-216.797,-156.738,0.000
1729781597.555,-100.098,-122.070,10.742,-136.230,0.000
1729781597.559,-9.766,-127.930,-74.707,-27.344,0.000
1729781597.563,-33.203,-135.254,-176.758,15.137,0.000
1729781597.567,-145.020,-142.578,59.082,-81.543,0.000
1729781597.571,-219.727,-146.973,-4.883,-188.965,0.000
1729781597.575,-158.691,-154.297,-224.121,-174.805,0.000
1729781597.578,-41.016,-152.832,-90.332,-78.613,0.000
1729781597.582,-20.020,-148.926,112.305,-33.691,0.000
1729781597.586,-129.395,-155.762,87.402,-101.074,0.000
1729781597.590,-223.145,-151.367,-64.453,-197.266,0.000
1729781597.594,-171.875,-149.902,-176.270,-188.477,0.000
1729781597.598,-49.316,-147.461,-115.234,-87.891,0.000
1729781597.602,-13.672,-144.531,19.531,-14.648,0.000
1729781597.606,-120.117,-150.391,-241.699,-51.270,0.000
1729781597.610,-219.238,-149.902,-106.934,-165.527,0.000
1729781597.614,-172.852,-144.043,120.117,-184.570,0.000
1729781597.617,-58.105,-144.043,3.906,-82.031,0.000
1729781597.621,-7.324,-136.230,-85.449,4.395,0.000
1729781597.625,-81.055,-121.094,60.059,-35.645,0.000
1729781597.629,-185.059,-129.395,67.871,-146.973,0.000
1729781597.633,-168.457,-132.324,-27.344,-177.734,0.000
1729781597.637,-58.105,-127.930,-67.383,-98.145,0.000
1729781597.641,6.348,-123.047,-36.621,-1.465,0.000
1729781597.645,-52.246,-116.699,-10.742,-18.066,0.000
1729781597.649,-165.527,-112.793,-215.820,-123.047,0.000
1729781597.653,-169.922,-110.352,-243.164,-160.645,0.000
1729781597.657,-44.922,-108.398,65.430,-103.027,0.000
1729781597.660,37.598,-96.680,114.746,-0.488,0.000
1729781597.664,-27.344,-90.332,-45.898,14.648,0.000
1729781597.668,-146.973,-95.215,-78.613,-88.379,0.000
1729781597.672,-162.598,-96.680,-81.543,-153.320,0.000
1729781597.676,-57.617,-93.750,33.203,-91.309,0.000
1729781597.680,26.855,-93.750,27.832,23.926,0.000
1729781597.684,-7.812,-96.680,36.133,28.320,0.000
1729781597.688,-128.906,-97.168,-61.523,-74.219,0.000
1729781597.692,-167.969,-88.379,-180.664,-137.695,0.000
1729781597.696,-69.824,-82.520,-239.258,-79.102,0.000
1729781597.700,43.945,-77.637,8.789,20.508,0.000
1729781597.703,27.344,-71.777,171.875,52.734,0.000
1729781597.707,-91.797,-72.266,35.645,-30.273,0.000
1729781597.711,-159.180,-78.613,-56.641,-143.066,0.000
1729781597.715,-80.078,-82.031,83.984,-111.328,0.000
1729781597.719,29.785,-82.031,160.645,2.930,0.000
1729781597.723,4.395,-81.543,62.012,42.969,0.000
1729781597.727,-113.281,-81.543,71.777,-24.902,0.000
1729781597.731,-170.410,-77.637,68.359,-118.164,0.000
